GCKDGN101A00AO 	 0.383276 	 other biological processes  
isotig20963 	 0.895633 	 signal transduction  
isotig20965 	 0.645275 	 other metabolic processes 
isotig20965 	 0.645275 	 protein metabolism  
isotig20965 	 0.645275 	 transport   
isotig20967 	 0.612089 	 RNA metabolism  
isotig20970 	 0.381442 	 other metabolic processes 
isotig20973 	 0.688265 	 other metabolic processes 
isotig20981 	 0.650525 	 RNA metabolism  
isotig20981 	 0.650525 	 protein metabolism  
isotig20982 	 0.752946 	 other metabolic processes 
isotig20982 	 0.752946 	 transport   
isotig20984 	 0.788766 	 RNA metabolism  
isotig20984 	 0.788766 	 protein metabolism  
isotig20986 	 0.88864 	 RNA metabolism  
isotig20986 	 0.88864 	 cell organization and biogenesis
isotig20986 	 0.88864 	 other metabolic processes 
isotig20989 	 0.990721 	 other metabolic processes 
isotig20992 	 0.740597 	 cell adhesion  
isotig20992 	 0.740597 	 cell organization and biogenesis
isotig20992 	 0.740597 	 developmental processes  
isotig20993 	 0.777569 	 DNA metabolism  
isotig20993 	 0.777569 	 other biological processes 
isotig20993 	 0.777569 	 protein metabolism  
isotig20993 	 0.777569 	 stress response  
isotig20994 	 0.499264 	 RNA metabolism  
isotig20994 	 0.499264 	 developmental processes  
isotig20995 	 0.784746 	 other metabolic processes 
isotig20996 	 0.71332 	 RNA metabolism  
isotig20997 	 1.24222 	 signal transduction  
isotig20997 	 1.24222 	 transport   
isotig20998 	 0.984701 	 other metabolic processes 
isotig20999 	 0.927586 	 death   
isotig20999 	 0.927586 	 protein metabolism  
isotig21002 	 0.725875 	 transport   
isotig21003 	 0.144978 	 transport   
isotig21005 	 0.90017 	 other metabolic processes 
isotig21005 	 0.90017 	 signal transduction  
isotig21006 	 0.504183 	 cell cycle and proliferation
isotig21006 	 0.504183 	 death   
isotig21006 	 0.504183 	 developmental processes  
isotig21006 	 0.504183 	 other biological processes 
isotig21006 	 0.504183 	 other metabolic processes 
isotig21006 	 0.504183 	 protein metabolism  
isotig21006 	 0.504183 	 signal transduction  
isotig21006 	 0.504183 	 stress response  
isotig21007 	 0.396053 	 cell cycle and proliferation
isotig21007 	 0.396053 	 cell organization and biogenesis
isotig21007 	 0.396053 	 other biological processes 
isotig21007 	 0.396053 	 transport   
isotig21009 	 0.27454 	 RNA metabolism  
isotig21009 	 0.27454 	 cell organization and biogenesis
isotig21011 	 0.693252 	 other metabolic processes 
isotig21011 	 0.693252 	 protein metabolism  
isotig21013 	 0.769626 	 other metabolic processes 
isotig21014 	 0.0600128 	 DNA metabolism  
isotig21014 	 0.0600128 	 RNA metabolism  
isotig21014 	 0.0600128 	 cell cycle and proliferation
isotig21014 	 0.0600128 	 developmental processes  
isotig21014 	 0.0600128 	 other biological processes 
isotig21014 	 0.0600128 	 other metabolic processes 
isotig21017 	 0.573445 	 cell cycle and proliferation
isotig21017 	 0.573445 	 death   
isotig21017 	 0.573445 	 protein metabolism  
isotig21017 	 0.573445 	 signal transduction  
isotig21018 	 0.673411 	 other metabolic processes 
isotig21019 	 0.857149 	 cell cycle and proliferation
isotig21020 	 0.117684 	 cell organization and biogenesis
isotig21020 	 0.117684 	 cell-cell signaling  
isotig21020 	 0.117684 	 developmental processes  
isotig21020 	 0.117684 	 other metabolic processes 
isotig21020 	 0.117684 	 protein metabolism  
isotig21020 	 0.117684 	 signal transduction  
isotig21020 	 0.117684 	 stress response  
isotig21023 	 0.610631 	 RNA metabolism  
isotig21024 	 0.769553 	 cell organization and biogenesis
isotig21024 	 0.769553 	 cell-cell signaling  
isotig21024 	 0.769553 	 developmental processes  
isotig21025 	 1.01957 	 RNA metabolism  
isotig21025 	 1.01957 	 cell organization and biogenesis
isotig21025 	 1.01957 	 death   
isotig21025 	 1.01957 	 signal transduction  
isotig21026 	 0.72528 	 signal transduction  
isotig21027 	 0.78894 	 other metabolic processes 
isotig21027 	 0.78894 	 protein metabolism  
isotig21028 	 0.858254 	 cell cycle and proliferation
isotig21028 	 0.858254 	 cell organization and biogenesis
isotig21028 	 0.858254 	 other biological processes 
isotig21028 	 0.858254 	 stress response  
isotig21029 	 0.175373 	 RNA metabolism  
isotig21029 	 0.175373 	 cell cycle and proliferation
isotig21029 	 0.175373 	 developmental processes  
isotig21029 	 0.175373 	 other biological processes 
isotig21029 	 0.175373 	 other metabolic processes 
isotig21036 	 0.985089 	 other metabolic processes 
isotig21036 	 0.985089 	 protein metabolism  
isotig21038 	 0.561043 	 RNA metabolism  
isotig21038 	 0.561043 	 protein metabolism  
isotig21039 	 0.788494 	 DNA metabolism  
isotig21039 	 0.788494 	 death   
isotig21039 	 0.788494 	 other biological processes 
isotig21039 	 0.788494 	 protein metabolism  
isotig21039 	 0.788494 	 stress response  
isotig21043 	 1.18542 	 transport   
isotig21045 	 0.540251 	 death   
isotig21045 	 0.540251 	 protein metabolism  
isotig21046 	 0.528134 	 other metabolic processes 
isotig21049 	 0.612411 	 other metabolic processes 
isotig21050 	 1.10546 	 stress response  
isotig21051 	 0.393804 	 other metabolic processes 
isotig21055 	 1.31688 	 RNA metabolism  
isotig21057 	 0.304764 	 RNA metabolism  
isotig21058 	 0.795839 	 other metabolic processes 
isotig21062 	 0.789749 	 RNA metabolism  
isotig21062 	 0.789749 	 cell cycle and proliferation
isotig21062 	 0.789749 	 developmental processes  
isotig21062 	 0.789749 	 other biological processes 
isotig21062 	 0.789749 	 protein metabolism  
isotig21064 	 1.20378 	 RNA metabolism  
isotig21064 	 1.20378 	 other biological processes 
isotig21064 	 1.20378 	 stress response  
isotig21066 	 0.798524 	 cell organization and biogenesis
isotig21067 	 0.928426 	 other metabolic processes 
isotig21067 	 0.928426 	 transport   
isotig21069 	 0.992304 	 RNA metabolism  
isotig21069 	 0.992304 	 other biological processes 
isotig21069 	 0.992304 	 protein metabolism  
isotig21069 	 0.992304 	 stress response  
isotig21069 	 0.992304 	 transport   
isotig21070 	 0.855561 	 other metabolic processes 
isotig21071 	 1.28771 	 transport   
isotig21074 	 0.259839 	 RNA metabolism  
isotig21074 	 0.259839 	 other metabolic processes 
isotig21075 	 0.539471 	 cell cycle and proliferation
isotig21075 	 0.539471 	 death   
isotig21075 	 0.539471 	 developmental processes  
isotig21075 	 0.539471 	 other biological processes 
isotig21075 	 0.539471 	 protein metabolism  
isotig21076 	 0.662042 	 RNA metabolism  
isotig21077 	 1.09308 	 protein metabolism  
isotig21078 	 0.500058 	 developmental processes  
isotig21079 	 0.225031 	 RNA metabolism  
isotig21079 	 0.225031 	 other biological processes 
isotig21079 	 0.225031 	 other metabolic processes 
isotig21083 	 0.502358 	 other metabolic processes 
isotig21084 	 0.421947 	 other metabolic processes 
isotig21086 	 0.708423 	 other metabolic processes 
isotig21088 	 0.507027 	 other metabolic processes 
isotig21088 	 0.507027 	 signal transduction  
isotig21088 	 0.507027 	 transport   
isotig21089 	 0.657119 	 death   
isotig21089 	 0.657119 	 protein metabolism  
isotig21092 	 0.665194 	 protein metabolism  
isotig21094 	 0.52192 	 developmental processes  
isotig21094 	 0.52192 	 stress response  
isotig21097 	 0.467679 	 RNA metabolism  
isotig21098 	 0.531405 	 other biological processes 
isotig21098 	 0.531405 	 signal transduction  
isotig21099 	 0.411388 	 other metabolic processes 
isotig21102 	 1.27044 	 transport   
isotig21103 	 0.516643 	 cell adhesion  
isotig21103 	 0.516643 	 developmental processes  
isotig21104 	 1.1868 	 RNA metabolism  
isotig21104 	 1.1868 	 other metabolic processes 
isotig21106 	 0.35001 	 other biological processes 
isotig21106 	 0.35001 	 transport   
isotig21109 	 0.103505 	 other metabolic processes 
isotig21114 	 0.404639 	 other biological processes 
isotig21115 	 0.361745 	 other metabolic processes 
isotig21116 	 0.973053 	 RNA metabolism  
isotig21116 	 0.973053 	 cell-cell signaling  
isotig21116 	 0.973053 	 death   
isotig21116 	 0.973053 	 developmental processes  
isotig21116 	 0.973053 	 other biological processes 
isotig21116 	 0.973053 	 other metabolic processes 
isotig21116 	 0.973053 	 protein metabolism  
isotig21116 	 0.973053 	 signal transduction  
isotig21116 	 0.973053 	 stress response  
isotig21116 	 0.973053 	 transport   
isotig21117 	 1.03097 	 other metabolic processes 
isotig21119 	 0.180498 	 RNA metabolism  
isotig21120 	 0.835007 	 RNA metabolism  
isotig21121 	 0.380891 	 other metabolic processes 
isotig21122 	 0.83706 	 cell adhesion  
isotig21122 	 0.83706 	 cell organization and biogenesis
isotig21122 	 0.83706 	 other biological processes 
isotig21122 	 0.83706 	 other metabolic processes 
isotig21122 	 0.83706 	 protein metabolism  
isotig21124 	 1.10696 	 other metabolic processes 
isotig21125 	 0.893274 	 other metabolic processes 
isotig21130 	 0.655629 	 cell organization and biogenesis
isotig21130 	 0.655629 	 developmental processes  
isotig21130 	 0.655629 	 signal transduction  
isotig21130 	 0.655629 	 stress response  
isotig21130 	 0.655629 	 transport   
isotig21132 	 0.797922 	 DNA metabolism  
isotig21132 	 0.797922 	 cell adhesion  
isotig21132 	 0.797922 	 cell cycle and proliferation
isotig21132 	 0.797922 	 death   
isotig21132 	 0.797922 	 developmental processes  
isotig21132 	 0.797922 	 other biological processes 
isotig21132 	 0.797922 	 other metabolic processes 
isotig21132 	 0.797922 	 protein metabolism  
isotig21132 	 0.797922 	 signal transduction  
isotig21132 	 0.797922 	 stress response  
isotig21132 	 0.797922 	 transport   
isotig21135 	 0.408336 	 RNA metabolism  
isotig21137 	 0.254002 	 transport   
isotig21139 	 0.408318 	 cell organization and biogenesis
isotig21139 	 0.408318 	 other biological processes 
isotig21139 	 0.408318 	 other metabolic processes 
isotig21140 	 0.868966 	 other metabolic processes 
isotig21141 	 1.17009 	 signal transduction  
isotig21144 	 0.688544 	 other metabolic processes 
isotig21146 	 0.304764 	 other biological processes 
isotig21147 	 0.892683 	 other metabolic processes 
isotig21147 	 0.892683 	 protein metabolism  
isotig21148 	 0.459296 	 other metabolic processes 
isotig21148 	 0.459296 	 protein metabolism  
isotig21149 	 0.446265 	 other biological processes 
isotig21150 	 1.02252 	 cell adhesion  
isotig21150 	 1.02252 	 cell organization and biogenesis
isotig21150 	 1.02252 	 developmental processes  
isotig21150 	 1.02252 	 other biological processes 
isotig21150 	 1.02252 	 signal transduction  
isotig21152 	 0.820039 	 other biological processes 
isotig21153 	 0.43886 	 RNA metabolism  
isotig21153 	 0.43886 	 cell organization and biogenesis
isotig21153 	 0.43886 	 protein metabolism  
isotig21154 	 0.76191 	 cell-cell signaling  
isotig21154 	 0.76191 	 other biological processes 
isotig21154 	 0.76191 	 protein metabolism  
isotig21154 	 0.76191 	 stress response  
isotig21154 	 0.76191 	 transport   
isotig21156 	 0.721809 	 other metabolic processes 
isotig21156 	 0.721809 	 transport   
isotig21157 	 0.185618 	 cell organization and biogenesis
isotig21157 	 0.185618 	 other metabolic processes 
isotig21160 	 0.544163 	 RNA metabolism  
isotig21160 	 0.544163 	 signal transduction  
isotig21161 	 0.690528 	 other metabolic processes 
isotig21161 	 0.690528 	 protein metabolism  
isotig21161 	 0.690528 	 signal transduction  
isotig21161 	 0.690528 	 stress response  
isotig21162 	 1.24638 	 other metabolic processes 
isotig21164 	 0.371127 	 other metabolic processes 
isotig21164 	 0.371127 	 protein metabolism  
isotig21165 	 1.34546 	 transport   
isotig21166 	 0.464402 	 other biological processes 
isotig21167 	 0.97606 	 RNA metabolism  
isotig21167 	 0.97606 	 cell organization and biogenesis
isotig21167 	 0.97606 	 protein metabolism  
isotig21168 	 0.561793 	 other metabolic processes 
isotig21169 	 0.0563384 	 DNA metabolism  
isotig21169 	 0.0563384 	 developmental processes  
isotig21169 	 0.0563384 	 other biological processes 
isotig21169 	 0.0563384 	 other metabolic processes 
isotig21169 	 0.0563384 	 stress response  
isotig21170 	 0.324217 	 other biological processes 
isotig21172 	 0.702242 	 protein metabolism  
isotig21174 	 0.59236 	 other metabolic processes 
isotig21177 	 0.966162 	 DNA metabolism  
isotig21178 	 0.70129 	 other metabolic processes 
isotig21180 	 0.955631 	 RNA metabolism  
isotig21180 	 0.955631 	 cell-cell signaling  
isotig21180 	 0.955631 	 other biological processes 
isotig21180 	 0.955631 	 other metabolic processes 
isotig21182 	 0.231352 	 cell organization and biogenesis
isotig21182 	 0.231352 	 developmental processes  
isotig21182 	 0.231352 	 other metabolic processes 
isotig21182 	 0.231352 	 transport   
isotig21185 	 0.957694 	 other metabolic processes 
isotig21186 	 0.386203 	 other metabolic processes 
isotig21187 	 1.16924 	 other metabolic processes 
isotig21191 	 0.549358 	 RNA metabolism  
isotig21194 	 0.640932 	 other metabolic processes 
isotig21194 	 0.640932 	 transport   
isotig21195 	 0.882121 	 other biological processes 
isotig21197 	 0.623986 	 other biological processes 
isotig21198 	 0.788099 	 other metabolic processes 
isotig21200 	 0.273955 	 other biological processes 
isotig21200 	 0.273955 	 protein metabolism  
isotig21205 	 1.04917 	 cell cycle and proliferation
isotig21205 	 1.04917 	 death   
isotig21205 	 1.04917 	 other biological processes 
isotig21205 	 1.04917 	 other metabolic processes 
isotig21205 	 1.04917 	 protein metabolism  
isotig21205 	 1.04917 	 signal transduction  
isotig21205 	 1.04917 	 stress response  
isotig21206 	 0.592069 	 cell organization and biogenesis
isotig21206 	 0.592069 	 death   
isotig21206 	 0.592069 	 other biological processes 
isotig21206 	 0.592069 	 transport   
isotig21208 	 0.273484 	 other metabolic processes 
isotig21209 	 0.7107 	 developmental processes  
isotig21209 	 0.7107 	 other biological processes 
isotig21209 	 0.7107 	 other metabolic processes 
isotig21209 	 0.7107 	 protein metabolism  
isotig21210 	 0.965012 	 other metabolic processes 
isotig21211 	 0.856977 	 transport   
isotig21212 	 0.90948 	 other metabolic processes 
isotig21212 	 0.90948 	 signal transduction  
isotig21213 	 0.839918 	 RNA metabolism  
isotig21213 	 0.839918 	 protein metabolism  
isotig21214 	 0.509215 	 RNA metabolism  
isotig21214 	 0.509215 	 other metabolic processes 
isotig21216 	 0.692949 	 DNA metabolism  
isotig21216 	 0.692949 	 cell organization and biogenesis
isotig21216 	 0.692949 	 death   
isotig21216 	 0.692949 	 other biological processes 
isotig21216 	 0.692949 	 other metabolic processes 
isotig21216 	 0.692949 	 stress response  
isotig21216 	 0.692949 	 transport   
isotig21217 	 0.733581 	 cell cycle and proliferation
isotig21217 	 0.733581 	 cell organization and biogenesis
isotig21217 	 0.733581 	 other metabolic processes 
isotig21217 	 0.733581 	 transport   
isotig21218 	 0.468356 	 cell organization and biogenesis
isotig21218 	 0.468356 	 developmental processes  
isotig21218 	 0.468356 	 other biological processes 
isotig21218 	 0.468356 	 other metabolic processes 
isotig21218 	 0.468356 	 transport   
isotig21220 	 0.792966 	 RNA metabolism  
isotig21220 	 0.792966 	 stress response  
isotig21221 	 0.322856 	 protein metabolism  
isotig21223 	 0.266167 	 DNA metabolism  
isotig21223 	 0.266167 	 RNA metabolism  
isotig21223 	 0.266167 	 cell cycle and proliferation
isotig21223 	 0.266167 	 developmental processes  
isotig21223 	 0.266167 	 other biological processes 
isotig21223 	 0.266167 	 other metabolic processes 
isotig21225 	 0.563057 	 transport   
isotig21228 	 0.851117 	 other metabolic processes 
isotig21229 	 0.606017 	 cell cycle and proliferation
isotig21229 	 0.606017 	 death   
isotig21229 	 0.606017 	 other biological processes 
isotig21229 	 0.606017 	 other metabolic processes 
isotig21229 	 0.606017 	 protein metabolism  
isotig21229 	 0.606017 	 signal transduction  
isotig21229 	 0.606017 	 transport   
isotig21230 	 0.197581 	 protein metabolism  
isotig21231 	 0.425558 	 other biological processes 
isotig21232 	 0.824268 	 cell organization and biogenesis
isotig21235 	 0.976281 	 DNA metabolism  
isotig21235 	 0.976281 	 cell organization and biogenesis
isotig21235 	 0.976281 	 other biological processes 
isotig21235 	 0.976281 	 protein metabolism  
isotig21235 	 0.976281 	 stress response  
isotig21237 	 0.886955 	 other metabolic processes 
isotig21237 	 0.886955 	 transport   
isotig21240 	 0.539122 	 DNA metabolism  
isotig21240 	 0.539122 	 death   
isotig21240 	 0.539122 	 other biological processes 
isotig21240 	 0.539122 	 protein metabolism  
isotig21240 	 0.539122 	 stress response  
isotig21246 	 0.935293 	 cell organization and biogenesis
isotig21246 	 0.935293 	 other biological processes 
isotig21246 	 0.935293 	 transport   
isotig21248 	 1.14131 	 other metabolic processes 
isotig21249 	 0.996085 	 protein metabolism  
isotig21250 	 0.814613 	 RNA metabolism  
isotig21251 	 0.650268 	 other biological processes 
isotig21251 	 0.650268 	 signal transduction  
isotig21252 	 0.19737 	 developmental processes  
isotig21253 	 1.40612 	 cell adhesion  
isotig21253 	 1.40612 	 developmental processes  
isotig21253 	 1.40612 	 other biological processes 
isotig21254 	 0.69289 	 other biological processes 
isotig21254 	 0.69289 	 stress response  
isotig21254 	 0.69289 	 transport   
isotig21256 	 1.28946 	 protein metabolism  
isotig21257 	 1.11588 	 RNA metabolism  
isotig21257 	 1.11588 	 protein metabolism  
isotig21258 	 0.463248 	 cell adhesion  
isotig21258 	 0.463248 	 other metabolic processes 
isotig21258 	 0.463248 	 stress response  
isotig21260 	 0.566296 	 other biological processes 
isotig21261 	 0.932851 	 other biological processes 
isotig21261 	 0.932851 	 signal transduction  
isotig21264 	 0.697238 	 other metabolic processes 
isotig21266 	 0.0956202 	 other biological processes 
isotig21268 	 0.563197 	 other biological processes 
isotig21269 	 0.910845 	 other metabolic processes 
isotig21274 	 0.595863 	 transport   
isotig21276 	 0.426198 	 other metabolic processes 
isotig21278 	 0 	 RNA metabolism  
isotig21280 	 0.717665 	 other metabolic processes 
isotig21283 	 0.683134 	 other biological processes 
isotig21283 	 0.683134 	 signal transduction  
isotig21289 	 0.252224 	 other metabolic processes 
isotig21290 	 1.17126 	 DNA metabolism  
isotig21293 	 1.04307 	 transport   
isotig21295 	 1.1661 	 other metabolic processes 
isotig21297 	 1.22424 	 other metabolic processes 
isotig21299 	 0.956417 	 RNA metabolism  
isotig21302 	 1.20523 	 other metabolic processes 
isotig21303 	 0.270983 	 cell adhesion  
isotig21303 	 0.270983 	 developmental processes  
isotig21303 	 0.270983 	 other biological processes 
isotig21303 	 0.270983 	 signal transduction  
isotig21304 	 0.126964 	 RNA metabolism  
isotig21307 	 0.650217 	 cell cycle and proliferation
isotig21307 	 0.650217 	 cell organization and biogenesis
isotig21307 	 0.650217 	 death   
isotig21307 	 0.650217 	 developmental processes  
isotig21307 	 0.650217 	 other biological processes 
isotig21307 	 0.650217 	 other metabolic processes 
isotig21307 	 0.650217 	 signal transduction  
isotig21308 	 1.33793 	 transport   
isotig21310 	 0.796166 	 other biological processes 
isotig21311 	 0.671152 	 DNA metabolism  
isotig21311 	 0.671152 	 RNA metabolism  
isotig21311 	 0.671152 	 cell organization and biogenesis
isotig21311 	 0.671152 	 death   
isotig21311 	 0.671152 	 developmental processes  
isotig21311 	 0.671152 	 other biological processes 
isotig21311 	 0.671152 	 other metabolic processes 
isotig21311 	 0.671152 	 protein metabolism  
isotig21311 	 0.671152 	 stress response  
isotig21314 	 0.291933 	 other biological processes 
isotig21315 	 0.344892 	 other metabolic processes 
isotig21315 	 0.344892 	 transport   
isotig21317 	 0.231613 	 transport   
isotig21320 	 0.902784 	 other metabolic processes 
isotig21320 	 0.902784 	 signal transduction  
isotig21323 	 1.09884 	 RNA metabolism  
isotig21323 	 1.09884 	 other biological processes 
isotig21323 	 1.09884 	 signal transduction  
isotig21326 	 0.177692 	 cell organization and biogenesis
isotig21326 	 0.177692 	 protein metabolism  
isotig21328 	 0.354433 	 other metabolic processes 
isotig21329 	 0.379342 	 DNA metabolism  
isotig21329 	 0.379342 	 other metabolic processes 
isotig21331 	 0.614881 	 other metabolic processes 
isotig21331 	 0.614881 	 transport   
isotig21335 	 0.483026 	 other metabolic processes 
isotig21337 	 1.01882 	 signal transduction  
isotig21338 	 1.09911 	 transport   
isotig21339 	 0.662592 	 transport   
isotig21340 	 0.522339 	 DNA metabolism  
isotig21340 	 0.522339 	 RNA metabolism  
isotig21340 	 0.522339 	 cell cycle and proliferation
isotig21340 	 0.522339 	 cell organization and biogenesis
isotig21340 	 0.522339 	 death   
isotig21340 	 0.522339 	 developmental processes  
isotig21340 	 0.522339 	 other biological processes 
isotig21340 	 0.522339 	 other metabolic processes 
isotig21340 	 0.522339 	 stress response  
isotig21344 	 1.06561 	 other biological processes 
isotig21344 	 1.06561 	 protein metabolism  
isotig21346 	 0.949322 	 RNA metabolism  
isotig21346 	 0.949322 	 developmental processes  
isotig21346 	 0.949322 	 other biological processes 
isotig21347 	 0.312001 	 cell adhesion  
isotig21347 	 0.312001 	 cell organization and biogenesis
isotig21347 	 0.312001 	 cell-cell signaling  
isotig21347 	 0.312001 	 signal transduction  
isotig21348 	 0.783956 	 RNA metabolism  
isotig21348 	 0.783956 	 cell cycle and proliferation
isotig21348 	 0.783956 	 cell organization and biogenesis
isotig21348 	 0.783956 	 developmental processes  
isotig21348 	 0.783956 	 other biological processes 
isotig21348 	 0.783956 	 protein metabolism  
isotig21348 	 0.783956 	 signal transduction  
isotig21350 	 0.316274 	 RNA metabolism  
isotig21350 	 0.316274 	 developmental processes  
isotig21351 	 0.738855 	 other biological processes 
isotig21354 	 0.312069 	 RNA metabolism  
isotig21354 	 0.312069 	 other biological processes 
isotig21355 	 0.726028 	 other biological processes 
isotig21355 	 0.726028 	 other metabolic processes 
isotig21355 	 0.726028 	 protein metabolism  
isotig21357 	 0.659745 	 RNA metabolism  
isotig21357 	 0.659745 	 other metabolic processes 
isotig21360 	 1.00264 	 cell organization and biogenesis
isotig21360 	 1.00264 	 developmental processes  
isotig21360 	 1.00264 	 other biological processes 
isotig21360 	 1.00264 	 other metabolic processes 
isotig21360 	 1.00264 	 signal transduction  
isotig21360 	 1.00264 	 transport   
isotig21362 	 0.842332 	 RNA metabolism  
isotig21362 	 0.842332 	 other metabolic processes 
isotig21363 	 0.422225 	 cell-cell signaling  
isotig21363 	 0.422225 	 other biological processes 
isotig21363 	 0.422225 	 other metabolic processes 
isotig21363 	 0.422225 	 protein metabolism  
isotig21363 	 0.422225 	 signal transduction  
isotig21363 	 0.422225 	 stress response  
isotig21363 	 0.422225 	 transport   
isotig21365 	 0.425642 	 stress response  
isotig21366 	 0.738953 	 signal transduction  
isotig21369 	 0.0746598 	 other metabolic processes 
isotig21372 	 0.7181 	 protein metabolism  
isotig21373 	 0.983091 	 cell organization and biogenesis
isotig21373 	 0.983091 	 protein metabolism  
isotig21376 	 0.824619 	 other biological processes 
isotig21376 	 0.824619 	 protein metabolism  
isotig21376 	 0.824619 	 stress response  
isotig21384 	 0.253748 	 protein metabolism  
isotig21385 	 0.969571 	 other metabolic processes 
isotig21386 	 0 	 RNA metabolism  
isotig21386 	 0 	 other metabolic processes 
isotig21387 	 0.410563 	 other metabolic processes 
isotig21387 	 0.410563 	 protein metabolism  
isotig21388 	 0.295675 	 other biological processes 
isotig21390 	 0.18143 	 other biological processes 
isotig21390 	 0.18143 	 signal transduction  
isotig21391 	 0.621636 	 other biological processes 
isotig21391 	 0.621636 	 transport   
isotig21392 	 0.946457 	 other biological processes 
isotig21393 	 0.41616 	 cell cycle and proliferation
isotig21393 	 0.41616 	 cell organization and biogenesis
isotig21393 	 0.41616 	 other biological processes 
isotig21395 	 0.777556 	 other metabolic processes 
isotig21396 	 0.991948 	 DNA metabolism  
isotig21396 	 0.991948 	 RNA metabolism  
isotig21396 	 0.991948 	 cell organization and biogenesis
isotig21396 	 0.991948 	 developmental processes  
isotig21396 	 0.991948 	 other biological processes 
isotig21396 	 0.991948 	 other metabolic processes 
isotig21396 	 0.991948 	 signal transduction  
isotig21396 	 0.991948 	 stress response  
isotig21397 	 0.877309 	 RNA metabolism  
isotig21397 	 0.877309 	 protein metabolism  
isotig21399 	 1.19486 	 other metabolic processes 
isotig21400 	 0.480712 	 RNA metabolism  
isotig21400 	 0.480712 	 other biological processes 
isotig21400 	 0.480712 	 protein metabolism  
isotig21403 	 0.742103 	 other metabolic processes 
isotig21404 	 0.931145 	 other metabolic processes 
isotig21404 	 0.931145 	 protein metabolism  
isotig21405 	 0.881044 	 cell cycle and proliferation
isotig21405 	 0.881044 	 cell organization and biogenesis
isotig21405 	 0.881044 	 other biological processes 
isotig21405 	 0.881044 	 other metabolic processes 
isotig21407 	 0.370866 	 other metabolic processes 
isotig21408 	 0.896477 	 other metabolic processes 
isotig21408 	 0.896477 	 protein metabolism  
isotig21409 	 0.612939 	 other metabolic processes 
isotig21409 	 0.612939 	 protein metabolism  
isotig21409 	 0.612939 	 signal transduction  
isotig21410 	 0.866022 	 other biological processes 
isotig21410 	 0.866022 	 protein metabolism  
isotig21416 	 0.807735 	 cell adhesion  
isotig21416 	 0.807735 	 cell organization and biogenesis
isotig21416 	 0.807735 	 developmental processes  
isotig21416 	 0.807735 	 other biological processes 
isotig21417 	 0.85953 	 cell-cell signaling  
isotig21417 	 0.85953 	 signal transduction  
isotig21418 	 0.452384 	 signal transduction  
isotig21420 	 0.770535 	 other biological processes 
isotig21420 	 0.770535 	 other metabolic processes 
isotig21421 	 0.504014 	 transport   
isotig21423 	 0.491665 	 DNA metabolism  
isotig21423 	 0.491665 	 cell cycle and proliferation
isotig21423 	 0.491665 	 cell organization and biogenesis
isotig21423 	 0.491665 	 other biological processes 
isotig21423 	 0.491665 	 protein metabolism  
isotig21423 	 0.491665 	 signal transduction  
isotig21423 	 0.491665 	 stress response  
isotig21424 	 0.487058 	 RNA metabolism  
isotig21424 	 0.487058 	 cell organization and biogenesis
isotig21427 	 0.196689 	 RNA metabolism  
isotig21428 	 0.300796 	 transport   
isotig21429 	 0.726928 	 other metabolic processes 
isotig21430 	 0.154427 	 cell organization and biogenesis
isotig21430 	 0.154427 	 developmental processes  
isotig21430 	 0.154427 	 other biological processes 
isotig21433 	 0.900747 	 cell adhesion  
isotig21433 	 0.900747 	 developmental processes  
isotig21433 	 0.900747 	 other biological processes 
isotig21434 	 0.388721 	 other metabolic processes 
isotig21434 	 0.388721 	 protein metabolism  
isotig21436 	 0.68577 	 cell adhesion  
isotig21438 	 0.890417 	 protein metabolism  
isotig21439 	 0.831776 	 other metabolic processes 
isotig21441 	 0.893657 	 cell organization and biogenesis
isotig21441 	 0.893657 	 other biological processes 
isotig21441 	 0.893657 	 transport   
isotig21443 	 0.379243 	 cell adhesion  
isotig21443 	 0.379243 	 cell organization and biogenesis
isotig21443 	 0.379243 	 developmental processes  
isotig21443 	 0.379243 	 other biological processes 
isotig21443 	 0.379243 	 other metabolic processes 
isotig21443 	 0.379243 	 protein metabolism  
isotig21443 	 0.379243 	 signal transduction  
isotig21443 	 0.379243 	 stress response  
isotig21446 	 0.2991 	 cell cycle and proliferation
isotig21446 	 0.2991 	 cell organization and biogenesis
isotig21446 	 0.2991 	 developmental processes  
isotig21446 	 0.2991 	 other biological processes 
isotig21446 	 0.2991 	 other metabolic processes 
isotig21446 	 0.2991 	 protein metabolism  
isotig21446 	 0.2991 	 signal transduction  
isotig21446 	 0.2991 	 transport   
isotig21447 	 0.588405 	 RNA metabolism  
isotig21448 	 0.654425 	 RNA metabolism  
isotig21448 	 0.654425 	 cell organization and biogenesis
isotig21448 	 0.654425 	 developmental processes  
isotig21448 	 0.654425 	 other biological processes 
isotig21448 	 0.654425 	 other metabolic processes 
isotig21448 	 0.654425 	 transport   
isotig21449 	 0.990269 	 other metabolic processes 
isotig21450 	 0.550476 	 other metabolic processes 
isotig21450 	 0.550476 	 protein metabolism  
isotig21450 	 0.550476 	 signal transduction  
isotig21451 	 1.26519 	 other metabolic processes 
isotig21453 	 0.36286 	 RNA metabolism  
isotig21454 	 0.803328 	 cell organization and biogenesis
isotig21454 	 0.803328 	 developmental processes  
isotig21454 	 0.803328 	 other biological processes 
isotig21454 	 0.803328 	 other metabolic processes 
isotig21454 	 0.803328 	 signal transduction  
isotig21455 	 0.874072 	 other biological processes 
