gi|379072747|gb|JR970416.1| 	 0.557002	 transport
gi|379112246|gb|JT009916.1| 	 0.562246	 RNA metabolism
gi|379112247|gb|JT009917.1| 	 0.305984	 other biological processes
gi|379112261|gb|JT009931.1| 	 0.794144	 other biological processes
gi|379112263|gb|JT009933.1| 	 1.18641	 transport
gi|379112270|gb|JT009940.1| 	 4.88468	 cell adhesion
gi|379112284|gb|JT009954.1| 	 0.567563	 DNA metabolism
gi|379112284|gb|JT009954.1| 	 0.567563	 stress response
gi|379112288|gb|JT009958.1| 	 5.92035	 cell adhesion
gi|379112288|gb|JT009958.1| 	 5.92035	 signal transduction
gi|379112290|gb|JT009960.1| 	 0.0954218	 other biological processes
gi|379112292|gb|JT009962.1| 	 0.0373743	 DNA metabolism
gi|379112295|gb|JT009965.1| 	 0.142041	 cell organization and biogenesis
gi|379112295|gb|JT009965.1| 	 0.142041	 cell-cell signaling
gi|379112295|gb|JT009965.1| 	 0.142041	 death
gi|379112295|gb|JT009965.1| 	 0.142041	 other biological processes
gi|379112295|gb|JT009965.1| 	 0.142041	 other metabolic processes
gi|379112295|gb|JT009965.1| 	 0.142041	 protein metabolism
gi|379112295|gb|JT009965.1| 	 0.142041	 signal transduction
gi|379112295|gb|JT009965.1| 	 0.142041	 stress response
gi|379112295|gb|JT009965.1| 	 0.142041	 transport
gi|379112296|gb|JT009966.1| 	 0.0379661	 other biological processes
gi|379112297|gb|JT009967.1| 	 0.0720562	 RNA metabolism
gi|379112298|gb|JT009968.1| 	 0.160128	 RNA metabolism
gi|379112305|gb|JT009975.1| 	 1.14796	 other biological processes
gi|379112310|gb|JT009980.1| 	 1.34513	 transport
gi|379112311|gb|JT009981.1| 	 0.523687	 other biological processes
gi|379112312|gb|JT009982.1| 	 1.94288	 other biological processes
gi|379112312|gb|JT009982.1| 	 1.94288	 other metabolic processes
gi|379112312|gb|JT009982.1| 	 1.94288	 protein metabolism
gi|379112313|gb|JT009983.1| 	 0.413797	 cell organization and biogenesis
gi|379112313|gb|JT009983.1| 	 0.413797	 other biological processes
gi|379112313|gb|JT009983.1| 	 0.413797	 other metabolic processes
gi|379112314|gb|JT009984.1| 	 0.515116	 cell adhesion
gi|379112314|gb|JT009984.1| 	 0.515116	 developmental processes
gi|379112314|gb|JT009984.1| 	 0.515116	 signal transduction
gi|379112314|gb|JT009984.1| 	 0.515116	 stress response
gi|379112316|gb|JT009986.1| 	 0.436262	 protein metabolism
gi|379112317|gb|JT009987.1| 	 0.594818	 RNA metabolism
gi|379112317|gb|JT009987.1| 	 0.594818	 cell cycle and proliferation
gi|379112317|gb|JT009987.1| 	 0.594818	 cell organization and biogenesis
gi|379112317|gb|JT009987.1| 	 0.594818	 death
gi|379112317|gb|JT009987.1| 	 0.594818	 other biological processes
gi|379112317|gb|JT009987.1| 	 0.594818	 other metabolic processes
gi|379112317|gb|JT009987.1| 	 0.594818	 protein metabolism
gi|379112320|gb|JT009990.1| 	 0.958607	 other biological processes
gi|379112321|gb|JT009991.1| 	 0.188999	 RNA metabolism
gi|379112321|gb|JT009991.1| 	 0.188999	 other metabolic processes
gi|379112321|gb|JT009991.1| 	 0.188999	 signal transduction
gi|379112327|gb|JT009997.1| 	 1.81806	 cell adhesion
gi|379112327|gb|JT009997.1| 	 1.81806	 cell organization and biogenesis
gi|379112327|gb|JT009997.1| 	 1.81806	 developmental processes
gi|379112327|gb|JT009997.1| 	 1.81806	 other biological processes
gi|379112327|gb|JT009997.1| 	 1.81806	 signal transduction
gi|379112338|gb|JT010008.1| 	 0.616359	 RNA metabolism
gi|379112338|gb|JT010008.1| 	 0.616359	 cell organization and biogenesis
gi|379112338|gb|JT010008.1| 	 0.616359	 protein metabolism
gi|379112340|gb|JT010010.1| 	 3.73157	 RNA metabolism
gi|379112353|gb|JT010023.1| 	 1.1865	 DNA metabolism
gi|379112353|gb|JT010023.1| 	 1.1865	 other metabolic processes
gi|379112353|gb|JT010023.1| 	 1.1865	 stress response
gi|379112354|gb|JT010024.1| 	 1.0171	 transport
gi|379112360|gb|JT010030.1| 	 1.64241	 RNA metabolism
gi|379112360|gb|JT010030.1| 	 1.64241	 cell organization and biogenesis
gi|379112360|gb|JT010030.1| 	 1.64241	 protein metabolism
gi|379112361|gb|JT010031.1| 	 1.49992	 cell cycle and proliferation
gi|379112361|gb|JT010031.1| 	 1.49992	 cell organization and biogenesis
gi|379112361|gb|JT010031.1| 	 1.49992	 other biological processes
gi|379112364|gb|JT010034.1| 	 2.28325	 other metabolic processes
gi|379112365|gb|JT010035.1| 	 3.44383	 RNA metabolism
gi|379112365|gb|JT010035.1| 	 3.44383	 other biological processes
gi|379112368|gb|JT010038.1| 	 7.73719	 DNA metabolism
gi|379112368|gb|JT010038.1| 	 7.73719	 protein metabolism
gi|379112372|gb|JT010042.1| 	 10.5694	 RNA metabolism
gi|379112375|gb|JT010045.1| 	 3.47837	 other metabolic processes
gi|379112376|gb|JT010046.1| 	 0.99655	 other metabolic processes
gi|379112377|gb|JT010047.1| 	 0.854053	 protein metabolism
gi|379112378|gb|JT010048.1| 	 0.0585232	 other biological processes
gi|379112379|gb|JT010049.1| 	 0.35817	 RNA metabolism
gi|379112381|gb|JT010051.1| 	 0.0763243	 other biological processes
gi|379112381|gb|JT010051.1| 	 0.0763243	 other metabolic processes
gi|379112381|gb|JT010051.1| 	 0.0763243	 stress response
gi|379112384|gb|JT010054.1| 	 0.435137	 other biological processes
gi|379112384|gb|JT010054.1| 	 0.435137	 other metabolic processes
gi|379112384|gb|JT010054.1| 	 0.435137	 protein metabolism
gi|379112385|gb|JT010055.1| 	 0.233171	 other biological processes
gi|379112386|gb|JT010056.1| 	 0.523353	 protein metabolism
gi|379112404|gb|JT010074.1| 	 0.427734	 cell organization and biogenesis
gi|379112404|gb|JT010074.1| 	 0.427734	 developmental processes
gi|379112404|gb|JT010074.1| 	 0.427734	 other biological processes
gi|379112404|gb|JT010074.1| 	 0.427734	 other metabolic processes
gi|379112404|gb|JT010074.1| 	 0.427734	 signal transduction
gi|379112404|gb|JT010074.1| 	 0.427734	 transport
gi|379112406|gb|JT010076.1| 	 0.101872	 DNA metabolism
gi|379112406|gb|JT010076.1| 	 0.101872	 RNA metabolism
gi|379112410|gb|JT010080.1| 	 0.0660204	 cell cycle and proliferation
gi|379112411|gb|JT010081.1| 	 0.186183	 transport
gi|379112412|gb|JT010082.1| 	 1.64968	 DNA metabolism
gi|379112414|gb|JT010084.1| 	 0.861756	 death
gi|379112414|gb|JT010084.1| 	 0.861756	 transport
gi|379112418|gb|JT010088.1| 	 2.24343	 transport
gi|379112419|gb|JT010089.1| 	 1.72048	 cell cycle and proliferation
gi|379112419|gb|JT010089.1| 	 1.72048	 protein metabolism
gi|379112425|gb|JT010095.1| 	 0.221081	 other biological processes
gi|379112425|gb|JT010095.1| 	 0.221081	 transport
gi|379112430|gb|JT010100.1| 	 0.787964	 cell adhesion
gi|379112430|gb|JT010100.1| 	 0.787964	 cell organization and biogenesis
gi|379112430|gb|JT010100.1| 	 0.787964	 cell-cell signaling
gi|379112430|gb|JT010100.1| 	 0.787964	 developmental processes
gi|379112430|gb|JT010100.1| 	 0.787964	 other biological processes
gi|379112431|gb|JT010101.1| 	 1.76623	 cell adhesion
gi|379112431|gb|JT010101.1| 	 1.76623	 signal transduction
gi|379112433|gb|JT010103.1| 	 0.950101	 RNA metabolism
gi|379112433|gb|JT010103.1| 	 0.950101	 cell adhesion
gi|379112433|gb|JT010103.1| 	 0.950101	 cell organization and biogenesis
gi|379112433|gb|JT010103.1| 	 0.950101	 developmental processes
gi|379112433|gb|JT010103.1| 	 0.950101	 other biological processes
gi|379112433|gb|JT010103.1| 	 0.950101	 other metabolic processes
gi|379112433|gb|JT010103.1| 	 0.950101	 protein metabolism
gi|379112433|gb|JT010103.1| 	 0.950101	 signal transduction
gi|379112433|gb|JT010103.1| 	 0.950101	 stress response
gi|379112435|gb|JT010105.1| 	 3.17902	 other metabolic processes
gi|379112444|gb|JT010114.1| 	 2.37798	 other biological processes
gi|379112444|gb|JT010114.1| 	 2.37798	 other metabolic processes
gi|379112444|gb|JT010114.1| 	 2.37798	 stress response
gi|379112446|gb|JT010116.1| 	 0.431762	 RNA metabolism
gi|379112446|gb|JT010116.1| 	 0.431762	 developmental processes
gi|379112446|gb|JT010116.1| 	 0.431762	 other biological processes
gi|379112446|gb|JT010116.1| 	 0.431762	 other metabolic processes
gi|379112450|gb|JT010120.1| 	 1.04703	 transport
gi|379112451|gb|JT010121.1| 	 0.322976	 cell organization and biogenesis
gi|379112451|gb|JT010121.1| 	 0.322976	 other biological processes
gi|379112451|gb|JT010121.1| 	 0.322976	 other metabolic processes
gi|379112451|gb|JT010121.1| 	 0.322976	 stress response
gi|379112456|gb|JT010126.1| 	 2.12642	 cell cycle and proliferation
gi|379112456|gb|JT010126.1| 	 2.12642	 developmental processes
gi|379112456|gb|JT010126.1| 	 2.12642	 other biological processes
gi|379112456|gb|JT010126.1| 	 2.12642	 protein metabolism
gi|379112456|gb|JT010126.1| 	 2.12642	 signal transduction
gi|379112458|gb|JT010128.1| 	 0.293653	 stress response
gi|379112463|gb|JT010133.1| 	 0.406981	 other metabolic processes
gi|379112466|gb|JT010136.1| 	 1.72869	 transport
gi|379112470|gb|JT010140.1| 	 0.422162	 RNA metabolism
gi|379112471|gb|JT010141.1| 	 0.193723	 stress response
gi|379112472|gb|JT010142.1| 	 0.503004	 other metabolic processes
gi|379112477|gb|JT010147.1| 	 0.43804	 RNA metabolism
gi|379112477|gb|JT010147.1| 	 0.43804	 cell cycle and proliferation
gi|379112478|gb|JT010148.1| 	 1.06134	 other biological processes
gi|379112479|gb|JT010149.1| 	 1.00076	 signal transduction
gi|379112482|gb|JT010152.1| 	 1.70853	 transport
gi|379112483|gb|JT010153.1| 	 0.739344	 cell organization and biogenesis
gi|379112491|gb|JT010161.1| 	 0.119669	 other metabolic processes
gi|379112492|gb|JT010162.1| 	 0.0568327	 transport
gi|379112493|gb|JT010163.1| 	 0.43707	 RNA metabolism
gi|379112494|gb|JT010164.1| 	 0.109661	 RNA metabolism
gi|379112494|gb|JT010164.1| 	 0.109661	 other metabolic processes
gi|379112494|gb|JT010164.1| 	 0.109661	 protein metabolism
gi|379112495|gb|JT010165.1| 	 0.323589	 RNA metabolism
gi|379112495|gb|JT010165.1| 	 0.323589	 cell cycle and proliferation
gi|379112495|gb|JT010165.1| 	 0.323589	 cell organization and biogenesis
gi|379112495|gb|JT010165.1| 	 0.323589	 cell-cell signaling
gi|379112495|gb|JT010165.1| 	 0.323589	 death
gi|379112495|gb|JT010165.1| 	 0.323589	 developmental processes
gi|379112495|gb|JT010165.1| 	 0.323589	 other biological processes
gi|379112495|gb|JT010165.1| 	 0.323589	 other metabolic processes
gi|379112495|gb|JT010165.1| 	 0.323589	 protein metabolism
gi|379112495|gb|JT010165.1| 	 0.323589	 signal transduction
gi|379112495|gb|JT010165.1| 	 0.323589	 stress response
gi|379112495|gb|JT010165.1| 	 0.323589	 transport
gi|379112510|gb|JT010180.1| 	 0.51555	 other metabolic processes
gi|379112513|gb|JT010183.1| 	 0.0308426	 DNA metabolism
gi|379112513|gb|JT010183.1| 	 0.0308426	 protein metabolism
gi|379112513|gb|JT010183.1| 	 0.0308426	 signal transduction
gi|379112513|gb|JT010183.1| 	 0.0308426	 stress response
gi|379112528|gb|JT010198.1| 	 1.93392	 RNA metabolism
gi|379112530|gb|JT010200.1| 	 0.319336	 cell cycle and proliferation
gi|379112530|gb|JT010200.1| 	 0.319336	 cell organization and biogenesis
gi|379112530|gb|JT010200.1| 	 0.319336	 cell-cell signaling
gi|379112530|gb|JT010200.1| 	 0.319336	 death
gi|379112530|gb|JT010200.1| 	 0.319336	 developmental processes
gi|379112530|gb|JT010200.1| 	 0.319336	 other biological processes
gi|379112530|gb|JT010200.1| 	 0.319336	 other metabolic processes
gi|379112530|gb|JT010200.1| 	 0.319336	 signal transduction
gi|379112530|gb|JT010200.1| 	 0.319336	 stress response
gi|379112532|gb|JT010202.1| 	 1.63121	 RNA metabolism
gi|379112532|gb|JT010202.1| 	 1.63121	 developmental processes
gi|379112532|gb|JT010202.1| 	 1.63121	 signal transduction
gi|379112535|gb|JT010205.1| 	 1.29745	 cell organization and biogenesis
gi|379112535|gb|JT010205.1| 	 1.29745	 developmental processes
gi|379112535|gb|JT010205.1| 	 1.29745	 other biological processes
gi|379112535|gb|JT010205.1| 	 1.29745	 transport
gi|379112536|gb|JT010206.1| 	 1.20226	 transport
gi|379112538|gb|JT010208.1| 	 0.188728	 other metabolic processes
gi|379112540|gb|JT010210.1| 	 0.818183	 cell organization and biogenesis
gi|379112540|gb|JT010210.1| 	 0.818183	 transport
gi|379112546|gb|JT010216.1| 	 0.216102	 protein metabolism
gi|379112550|gb|JT010220.1| 	 0.165977	 protein metabolism
gi|379112551|gb|JT010221.1| 	 0.277131	 signal transduction
gi|379112552|gb|JT010222.1| 	 0.142152	 DNA metabolism
gi|379112552|gb|JT010222.1| 	 0.142152	 protein metabolism
gi|379112553|gb|JT010223.1| 	 0.0365327	 developmental processes
gi|379112553|gb|JT010223.1| 	 0.0365327	 other metabolic processes
gi|379112553|gb|JT010223.1| 	 0.0365327	 protein metabolism
gi|379112554|gb|JT010224.1| 	 0.306414	 RNA metabolism
gi|379112554|gb|JT010224.1| 	 0.306414	 other biological processes
gi|379112554|gb|JT010224.1| 	 0.306414	 other metabolic processes
gi|379112554|gb|JT010224.1| 	 0.306414	 protein metabolism
gi|379112554|gb|JT010224.1| 	 0.306414	 signal transduction
gi|379112554|gb|JT010224.1| 	 0.306414	 stress response
gi|379112555|gb|JT010225.1| 	 1.91294	 developmental processes
gi|379112555|gb|JT010225.1| 	 1.91294	 other metabolic processes
gi|379112555|gb|JT010225.1| 	 1.91294	 protein metabolism
gi|379112557|gb|JT010227.1| 	 0.175191	 cell organization and biogenesis
gi|379112557|gb|JT010227.1| 	 0.175191	 other biological processes
gi|379112557|gb|JT010227.1| 	 0.175191	 stress response
gi|379112558|gb|JT010228.1| 	 5.82546	 RNA metabolism
gi|379112559|gb|JT010229.1| 	 2.08996	 RNA metabolism
gi|379112559|gb|JT010229.1| 	 2.08996	 cell organization and biogenesis
gi|379112559|gb|JT010229.1| 	 2.08996	 cell-cell signaling
gi|379112559|gb|JT010229.1| 	 2.08996	 death
gi|379112559|gb|JT010229.1| 	 2.08996	 developmental processes
gi|379112559|gb|JT010229.1| 	 2.08996	 other biological processes
gi|379112559|gb|JT010229.1| 	 2.08996	 other metabolic processes
gi|379112559|gb|JT010229.1| 	 2.08996	 protein metabolism
gi|379112559|gb|JT010229.1| 	 2.08996	 signal transduction
gi|379112562|gb|JT010232.1| 	 0.579899	 signal transduction
gi|379112566|gb|JT010236.1| 	 1.84052	 protein metabolism
gi|379112566|gb|JT010236.1| 	 1.84052	 transport
gi|379112568|gb|JT010238.1| 	 1.0397	 other biological processes
gi|379112568|gb|JT010238.1| 	 1.0397	 other metabolic processes
gi|379112568|gb|JT010238.1| 	 1.0397	 transport
gi|379112569|gb|JT010239.1| 	 0.398726	 other metabolic processes
gi|379112569|gb|JT010239.1| 	 0.398726	 stress response
gi|379112570|gb|JT010240.1| 	 1.17804	 other metabolic processes
gi|379112570|gb|JT010240.1| 	 1.17804	 transport
gi|379112571|gb|JT010241.1| 	 1.13089	 other metabolic processes
gi|379112571|gb|JT010241.1| 	 1.13089	 protein metabolism
gi|379112572|gb|JT010242.1| 	 0.613271	 other metabolic processes
gi|379112572|gb|JT010242.1| 	 0.613271	 protein metabolism
gi|379112575|gb|JT010245.1| 	 2.35547	 other metabolic processes
gi|379112575|gb|JT010245.1| 	 2.35547	 transport
gi|379112577|gb|JT010247.1| 	 1.03855	 other biological processes
gi|379112578|gb|JT010248.1| 	 0.68772	 DNA metabolism
gi|379112578|gb|JT010248.1| 	 0.68772	 RNA metabolism
gi|379112578|gb|JT010248.1| 	 0.68772	 cell organization and biogenesis
gi|379112578|gb|JT010248.1| 	 0.68772	 other biological processes
gi|379112578|gb|JT010248.1| 	 0.68772	 protein metabolism
gi|379112578|gb|JT010248.1| 	 0.68772	 stress response
gi|379112581|gb|JT010251.1| 	 0.391609	 protein metabolism
gi|379112585|gb|JT010255.1| 	 0.176908	 cell organization and biogenesis
gi|379112585|gb|JT010255.1| 	 0.176908	 signal transduction
gi|379112590|gb|JT010260.1| 	 0.0827683	 cell organization and biogenesis
gi|379112595|gb|JT010265.1| 	 0.0702705	 RNA metabolism
gi|379112595|gb|JT010265.1| 	 0.0702705	 other biological processes
gi|379112595|gb|JT010265.1| 	 0.0702705	 protein metabolism
gi|379112595|gb|JT010265.1| 	 0.0702705	 signal transduction
gi|379112595|gb|JT010265.1| 	 0.0702705	 stress response
gi|379112596|gb|JT010266.1| 	 0.0494674	 cell cycle and proliferation
gi|379112596|gb|JT010266.1| 	 0.0494674	 cell organization and biogenesis
gi|379112596|gb|JT010266.1| 	 0.0494674	 other biological processes
gi|379112597|gb|JT010267.1| 	 0.281335	 cell adhesion
gi|379112597|gb|JT010267.1| 	 0.281335	 other biological processes
gi|379112597|gb|JT010267.1| 	 0.281335	 stress response
gi|379112597|gb|JT010267.1| 	 0.281335	 transport
gi|379112605|gb|JT010275.1| 	 0.0805918	 cell adhesion
gi|379112608|gb|JT010278.1| 	 0.0891907	 other metabolic processes
gi|379112612|gb|JT010282.1| 	 1.78148	 developmental processes
gi|379112612|gb|JT010282.1| 	 1.78148	 other metabolic processes
gi|379112612|gb|JT010282.1| 	 1.78148	 signal transduction
gi|379112612|gb|JT010282.1| 	 1.78148	 stress response
gi|379112613|gb|JT010283.1| 	 2.45725	 cell cycle and proliferation
gi|379112613|gb|JT010283.1| 	 2.45725	 other biological processes
gi|379112613|gb|JT010283.1| 	 2.45725	 other metabolic processes
gi|379112613|gb|JT010283.1| 	 2.45725	 protein metabolism
gi|379112614|gb|JT010284.1| 	 0.466373	 protein metabolism
gi|379112615|gb|JT010285.1| 	 2.78982	 cell adhesion
gi|379112615|gb|JT010285.1| 	 2.78982	 developmental processes
gi|379112619|gb|JT010289.1| 	 0.0975324	 developmental processes
gi|379112619|gb|JT010289.1| 	 0.0975324	 other metabolic processes
gi|379112619|gb|JT010289.1| 	 0.0975324	 protein metabolism
gi|379112619|gb|JT010289.1| 	 0.0975324	 signal transduction
gi|379112620|gb|JT010290.1| 	 0.230467	 transport
gi|379112624|gb|JT010294.1| 	 0.119486	 other metabolic processes
gi|379112624|gb|JT010294.1| 	 0.119486	 protein metabolism
gi|379112625|gb|JT010295.1| 	 0.938531	 RNA metabolism
gi|379112625|gb|JT010295.1| 	 0.938531	 developmental processes
gi|379112630|gb|JT010300.1| 	 0.4416	 other biological processes
gi|379112632|gb|JT010302.1| 	 0.351084	 other metabolic processes
gi|379112634|gb|JT010304.1| 	 0.602476	 RNA metabolism
gi|379112634|gb|JT010304.1| 	 0.602476	 other metabolic processes
gi|379112635|gb|JT010305.1| 	 0.462648	 cell adhesion
gi|379112635|gb|JT010305.1| 	 0.462648	 cell organization and biogenesis
gi|379112635|gb|JT010305.1| 	 0.462648	 developmental processes
gi|379112635|gb|JT010305.1| 	 0.462648	 other biological processes
gi|379112637|gb|JT010307.1| 	 1.74171	 cell organization and biogenesis
gi|379112637|gb|JT010307.1| 	 1.74171	 death
gi|379112637|gb|JT010307.1| 	 1.74171	 developmental processes
gi|379112637|gb|JT010307.1| 	 1.74171	 other biological processes
gi|379112637|gb|JT010307.1| 	 1.74171	 signal transduction
gi|379112637|gb|JT010307.1| 	 1.74171	 stress response
gi|379112637|gb|JT010307.1| 	 1.74171	 transport
gi|379112639|gb|JT010309.1| 	 0.569783	 cell adhesion
gi|379112640|gb|JT010310.1| 	 0.0351817	 other biological processes
gi|379112640|gb|JT010310.1| 	 0.0351817	 protein metabolism
gi|379112642|gb|JT010312.1| 	 0.0475045	 cell organization and biogenesis
gi|379112642|gb|JT010312.1| 	 0.0475045	 signal transduction
gi|379112642|gb|JT010312.1| 	 0.0475045	 transport
gi|379112643|gb|JT010313.1| 	 0.176144	 other biological processes
gi|379112644|gb|JT010314.1| 	 0.297095	 RNA metabolism
gi|379112644|gb|JT010314.1| 	 0.297095	 developmental processes
gi|379112645|gb|JT010315.1| 	 0.29852	 signal transduction
gi|379112646|gb|JT010316.1| 	 0.19638	 RNA metabolism
gi|379112646|gb|JT010316.1| 	 0.19638	 cell organization and biogenesis
gi|379112646|gb|JT010316.1| 	 0.19638	 death
gi|379112646|gb|JT010316.1| 	 0.19638	 other biological processes
gi|379112646|gb|JT010316.1| 	 0.19638	 other metabolic processes
gi|379112646|gb|JT010316.1| 	 0.19638	 protein metabolism
gi|379112646|gb|JT010316.1| 	 0.19638	 signal transduction
gi|379112646|gb|JT010316.1| 	 0.19638	 stress response
gi|379112646|gb|JT010316.1| 	 0.19638	 transport
gi|379112647|gb|JT010317.1| 	 0.144449	 other metabolic processes
gi|379112649|gb|JT010319.1| 	 1.06049	 other metabolic processes
gi|379112651|gb|JT010321.1| 	 0.275239	 transport
gi|379112652|gb|JT010322.1| 	 0.127449	 cell organization and biogenesis
gi|379112652|gb|JT010322.1| 	 0.127449	 developmental processes
gi|379112652|gb|JT010322.1| 	 0.127449	 protein metabolism
gi|379112652|gb|JT010322.1| 	 0.127449	 signal transduction
gi|379112653|gb|JT010323.1| 	 0.0597593	 other biological processes
gi|379112653|gb|JT010323.1| 	 0.0597593	 transport
gi|379112654|gb|JT010324.1| 	 0.535437	 other biological processes
gi|379112655|gb|JT010325.1| 	 0.03653	 other metabolic processes
gi|379112656|gb|JT010326.1| 	 0.216869	 cell cycle and proliferation
gi|379112656|gb|JT010326.1| 	 0.216869	 death
gi|379112656|gb|JT010326.1| 	 0.216869	 other biological processes
gi|379112656|gb|JT010326.1| 	 0.216869	 other metabolic processes
gi|379112656|gb|JT010326.1| 	 0.216869	 stress response
gi|379112656|gb|JT010326.1| 	 0.216869	 transport
gi|379112657|gb|JT010327.1| 	 0.159946	 other biological processes
gi|379112658|gb|JT010328.1| 	 0.658377	 other biological processes
gi|379112660|gb|JT010330.1| 	 1.50235	 transport
gi|379112662|gb|JT010332.1| 	 0.695116	 other biological processes
gi|379112664|gb|JT010334.1| 	 0.793593	 cell organization and biogenesis
gi|379112664|gb|JT010334.1| 	 0.793593	 other biological processes
gi|379112664|gb|JT010334.1| 	 0.793593	 other metabolic processes
gi|379112673|gb|JT010343.1| 	 0.409972	 other biological processes
gi|379112673|gb|JT010343.1| 	 0.409972	 protein metabolism
gi|379112675|gb|JT010345.1| 	 0.608445	 cell cycle and proliferation
gi|379112675|gb|JT010345.1| 	 0.608445	 cell organization and biogenesis
gi|379112675|gb|JT010345.1| 	 0.608445	 other biological processes
gi|379112675|gb|JT010345.1| 	 0.608445	 stress response
gi|379112676|gb|JT010346.1| 	 0.293448	 DNA metabolism
gi|379112677|gb|JT010347.1| 	 0.551662	 RNA metabolism
gi|379112677|gb|JT010347.1| 	 0.551662	 death
gi|379112677|gb|JT010347.1| 	 0.551662	 developmental processes
gi|379112680|gb|JT010350.1| 	 0.206852	 DNA metabolism
gi|379112680|gb|JT010350.1| 	 0.206852	 RNA metabolism
gi|379112680|gb|JT010350.1| 	 0.206852	 other metabolic processes
gi|379112680|gb|JT010350.1| 	 0.206852	 stress response
gi|379112681|gb|JT010351.1| 	 0.279259	 RNA metabolism
gi|379112681|gb|JT010351.1| 	 0.279259	 cell organization and biogenesis
gi|379112681|gb|JT010351.1| 	 0.279259	 death
gi|379112681|gb|JT010351.1| 	 0.279259	 developmental processes
gi|379112681|gb|JT010351.1| 	 0.279259	 other biological processes
gi|379112682|gb|JT010352.1| 	 1.45804	 cell adhesion
gi|379112687|gb|JT010357.1| 	 0.41611	 other metabolic processes
gi|379112688|gb|JT010358.1| 	 1.56809	 transport
gi|379112690|gb|JT010360.1| 	 1.87642	 cell cycle and proliferation
gi|379112690|gb|JT010360.1| 	 1.87642	 other biological processes
gi|379112690|gb|JT010360.1| 	 1.87642	 protein metabolism
gi|379112691|gb|JT010361.1| 	 1.30828	 cell adhesion
gi|379112691|gb|JT010361.1| 	 1.30828	 cell cycle and proliferation
gi|379112691|gb|JT010361.1| 	 1.30828	 cell organization and biogenesis
gi|379112691|gb|JT010361.1| 	 1.30828	 death
gi|379112691|gb|JT010361.1| 	 1.30828	 developmental processes
gi|379112691|gb|JT010361.1| 	 1.30828	 other biological processes
gi|379112691|gb|JT010361.1| 	 1.30828	 other metabolic processes
gi|379112691|gb|JT010361.1| 	 1.30828	 protein metabolism
gi|379112691|gb|JT010361.1| 	 1.30828	 signal transduction
gi|379112692|gb|JT010362.1| 	 0.539656	 other metabolic processes
gi|379112697|gb|JT010367.1| 	 3.71177	 other biological processes
gi|379112697|gb|JT010367.1| 	 3.71177	 transport
gi|379112698|gb|JT010368.1| 	 5.72109	 transport
gi|379112699|gb|JT010369.1| 	 1.41983	 other metabolic processes
gi|379112701|gb|JT010371.1| 	 2.48209	 stress response
gi|379112702|gb|JT010372.1| 	 1.2576	 cell organization and biogenesis
gi|379112702|gb|JT010372.1| 	 1.2576	 other biological processes
gi|379112702|gb|JT010372.1| 	 1.2576	 other metabolic processes
gi|379112702|gb|JT010372.1| 	 1.2576	 stress response
gi|379112705|gb|JT010375.1| 	 0.247561	 other biological processes
gi|379112706|gb|JT010376.1| 	 0.50643	 transport
gi|379112707|gb|JT010377.1| 	 0.358995	 cell adhesion
gi|379112707|gb|JT010377.1| 	 0.358995	 cell cycle and proliferation
gi|379112707|gb|JT010377.1| 	 0.358995	 cell organization and biogenesis
gi|379112707|gb|JT010377.1| 	 0.358995	 developmental processes
gi|379112707|gb|JT010377.1| 	 0.358995	 other biological processes
gi|379112707|gb|JT010377.1| 	 0.358995	 other metabolic processes
gi|379112707|gb|JT010377.1| 	 0.358995	 signal transduction
gi|379112707|gb|JT010377.1| 	 0.358995	 stress response
gi|379112707|gb|JT010377.1| 	 0.358995	 transport
gi|379112708|gb|JT010378.1| 	 0.0596242	 protein metabolism
gi|379112709|gb|JT010379.1| 	 0.764114	 developmental processes
gi|379112709|gb|JT010379.1| 	 0.764114	 other metabolic processes
gi|379112709|gb|JT010379.1| 	 0.764114	 protein metabolism
gi|379112722|gb|JT010392.1| 	 2.05102	 RNA metabolism
gi|379112722|gb|JT010392.1| 	 2.05102	 cell cycle and proliferation
gi|379112722|gb|JT010392.1| 	 2.05102	 cell organization and biogenesis
gi|379112722|gb|JT010392.1| 	 2.05102	 other biological processes
gi|379112722|gb|JT010392.1| 	 2.05102	 other metabolic processes
gi|379112722|gb|JT010392.1| 	 2.05102	 protein metabolism
gi|379112724|gb|JT010394.1| 	 4.14405	 other biological processes
gi|379112724|gb|JT010394.1| 	 4.14405	 protein metabolism
gi|379112729|gb|JT010399.1| 	 3.3264	 protein metabolism
gi|379112734|gb|JT010404.1| 	 0.564852	 protein metabolism
gi|379112741|gb|JT010411.1| 	 2.47941	 other metabolic processes
gi|379112741|gb|JT010411.1| 	 2.47941	 transport
gi|379112743|gb|JT010413.1| 	 1.35441	 protein metabolism
gi|379112744|gb|JT010414.1| 	 7.22732	 developmental processes
gi|379112744|gb|JT010414.1| 	 7.22732	 other metabolic processes
gi|379112744|gb|JT010414.1| 	 7.22732	 transport
gi|379112745|gb|JT010415.1| 	 1.46281	 other biological processes
gi|379112745|gb|JT010415.1| 	 1.46281	 signal transduction
gi|379112748|gb|JT010418.1| 	 0.329192	 other metabolic processes
gi|379112748|gb|JT010418.1| 	 0.329192	 stress response
gi|379112749|gb|JT010419.1| 	 0.524101	 signal transduction
gi|379112754|gb|JT010424.1| 	 0.293626	 RNA metabolism
gi|379112754|gb|JT010424.1| 	 0.293626	 cell organization and biogenesis
